Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageTestEnv2Ret	StdTestEnv2Ret	MaxTestEnv2Ret	MinTestEnv2Ret	AverageEnv2Ret	StdEnv2Ret	MaxEnv2Ret	MinEnv2Ret	AverageTestEnv3Ret	StdTestEnv3Ret	MaxTestEnv3Ret	MinTestEnv3Ret	AverageEnv3Ret	StdEnv3Ret	MaxEnv3Ret	MinEnv3Ret	AverageTestEnv4Ret	StdTestEnv4Ret	MaxTestEnv4Ret	MinTestEnv4Ret	AverageEnv4Ret	StdEnv4Ret	MaxEnv4Ret	MinEnv4Ret	AverageTestEnv5Ret	StdTestEnv5Ret	MaxTestEnv5Ret	MinTestEnv5Ret	AverageEnv5Ret	StdEnv5Ret	MaxEnv5Ret	MinEnv5Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
122	10915.635	148.2601	11165.823	10619.978	10094.326	168.0135	10384.74	9987.173	10915.635	148.2601	11165.823	10619.978	10094.326	168.0135	10384.74	9987.173	10915.635	148.2601	11165.823	10619.978	10094.326	168.0135	10384.74	9987.173	10915.635	148.2601	11165.823	10619.978	10094.326	168.0135	10384.74	9987.173	10915.635	148.2601	11165.823	10619.978	10094.326	168.0135	10384.74	9987.173	10915.635	148.2601	11165.823	10619.978	10094.326	168.0135	10384.74	9987.173	10094.326	168.0135	10384.74	9987.173	10915.635	148.2601	11165.823	10619.978	1000.0	1000.0	487999	707.58093	159.6675	917.40955	4.0342436	707.5844	159.64345	912.94696	4.187672	6.272828	4.3214655	62.391487	-15.1103115	13866.533	89.30591	24442.425886631012
123	10957.885	109.06558	11106.734	10767.386	10160.457	180.33113	10370.422	9942.696	10957.885	109.06558	11106.734	10767.386	10160.457	180.33113	10370.422	9942.696	10957.885	109.06558	11106.734	10767.386	10160.457	180.33113	10370.422	9942.696	10957.885	109.06558	11106.734	10767.386	10160.457	180.33113	10370.422	9942.696	10957.885	109.06558	11106.734	10767.386	10160.457	180.33113	10370.422	9942.696	10957.885	109.06558	11106.734	10767.386	10160.457	180.33113	10370.422	9942.696	10160.457	180.33113	10370.422	9942.696	10957.885	109.06558	11106.734	10767.386	1000.0	1000.0	491999	710.212	159.79285	916.5318	4.074537	710.21735	159.76378	916.64825	4.2173543	6.4347024	4.363957	68.48493	-11.668669	13874.503	93.5308	24647.843672275543
124	10955.553	155.25647	11200.294	10697.334	10216.721	267.24835	10613.394	9947.8955	10955.553	155.25647	11200.294	10697.334	10216.721	267.24835	10613.394	9947.8955	10955.553	155.25647	11200.294	10697.334	10216.721	267.24835	10613.394	9947.8955	10955.553	155.25647	11200.294	10697.334	10216.721	267.24835	10613.394	9947.8955	10955.553	155.25647	11200.294	10697.334	10216.721	267.24835	10613.394	9947.8955	10955.553	155.25647	11200.294	10697.334	10216.721	267.24835	10613.394	9947.8955	10216.721	267.24835	10613.394	9947.8955	10955.553	155.25647	11200.294	10697.334	1000.0	1000.0	495999	712.705	159.59604	918.99225	4.118273	712.7078	159.57652	918.9532	4.245921	6.5500073	4.347526	60.944046	-12.817048	13906.86	86.21154	24852.345446825027
125	10860.262	90.59164	10968.66	10690.936	10207.343	137.01152	10386.383	10015.242	10860.262	90.59164	10968.66	10690.936	10207.343	137.01152	10386.383	10015.242	10860.262	90.59164	10968.66	10690.936	10207.343	137.01152	10386.383	10015.242	10860.262	90.59164	10968.66	10690.936	10207.343	137.01152	10386.383	10015.242	10860.262	90.59164	10968.66	10690.936	10207.343	137.01152	10386.383	10015.242	10860.262	90.59164	10968.66	10690.936	10207.343	137.01152	10386.383	10015.242	10207.343	137.01152	10386.383	10015.242	10860.262	90.59164	10968.66	10690.936	1000.0	1000.0	499999	714.6481	160.4912	922.6019	4.1579742	714.6513	160.47107	928.62286	4.278014	6.484091	4.326061	57.27799	-11.026541	13951.058	84.810684	25046.528812646866
126	11043.423	152.2747	11331.5	10759.601	8650.105	2803.0972	10459.242	3803.7144	11043.423	152.2747	11331.5	10759.601	8650.105	2803.0972	10459.242	3803.7144	11043.423	152.2747	11331.5	10759.601	8650.105	2803.0972	10459.242	3803.7144	11043.423	152.2747	11331.5	10759.601	8650.105	2803.0972	10459.242	3803.7144	11043.423	152.2747	11331.5	10759.601	8650.105	2803.0972	10459.242	3803.7144	11043.423	152.2747	11331.5	10759.601	8650.105	2803.0972	10459.242	3803.7144	8650.105	2803.0972	10459.242	3803.7144	11043.423	152.2747	11331.5	10759.601	1000.0	1000.0	503999	716.64386	162.2089	922.5324	4.198737	716.6464	162.18446	923.30585	4.31046	6.490905	4.320822	67.21305	-13.081092	14010.799	87.943695	25228.01791191101
127	10992.6	170.4163	11186.187	10648.582	10361.118	159.29901	10624.595	10205.009	10992.6	170.4163	11186.187	10648.582	10361.118	159.29901	10624.595	10205.009	10992.6	170.4163	11186.187	10648.582	10361.118	159.29901	10624.595	10205.009	10992.6	170.4163	11186.187	10648.582	10361.118	159.29901	10624.595	10205.009	10992.6	170.4163	11186.187	10648.582	10361.118	159.29901	10624.595	10205.009	10992.6	170.4163	11186.187	10648.582	10361.118	159.29901	10624.595	10205.009	10361.118	159.29901	10624.595	10205.009	10992.6	170.4163	11186.187	10648.582	1000.0	1000.0	507999	718.8447	162.44823	926.83594	4.2409234	718.8488	162.42456	928.092	4.3446507	6.501065	4.342479	55.921318	-14.900627	14069.338	84.865746	25409.22357773781
128	9724.266	87.9973	9860.121	9585.589	10378.056	109.26206	10447.786	10189.161	9724.266	87.9973	9860.121	9585.589	10378.056	109.26206	10447.786	10189.161	9724.266	87.9973	9860.121	9585.589	10378.056	109.26206	10447.786	10189.161	9724.266	87.9973	9860.121	9585.589	10378.056	109.26206	10447.786	10189.161	9724.266	87.9973	9860.121	9585.589	10378.056	109.26206	10447.786	10189.161	9724.266	87.9973	9860.121	9585.589	10378.056	109.26206	10447.786	10189.161	10378.056	109.26206	10447.786	10189.161	9724.266	87.9973	9860.121	9585.589	1000.0	1000.0	511999	721.11633	162.67606	925.247	-62.22879	721.11694	162.66345	927.11804	4.3818684	6.4752483	4.3406067	61.99243	-13.259417	14054.506	99.23489	25590.865260362625
129	10894.4375	121.09715	11090.248	10737.075	10298.493	240.23099	10629.325	10048.694	10894.4375	121.09715	11090.248	10737.075	10298.493	240.23099	10629.325	10048.694	10894.4375	121.09715	11090.248	10737.075	10298.493	240.23099	10629.325	10048.694	10894.4375	121.09715	11090.248	10737.075	10298.493	240.23099	10629.325	10048.694	10894.4375	121.09715	11090.248	10737.075	10298.493	240.23099	10629.325	10048.694	10894.4375	121.09715	11090.248	10737.075	10298.493	240.23099	10629.325	10048.694	10298.493	240.23099	10629.325	10048.694	10894.4375	121.09715	11090.248	10737.075	1000.0	1000.0	515999	723.4832	163.06366	928.68427	4.3310266	723.4853	163.04788	928.506	4.4207892	6.427888	4.279162	65.86943	-14.438136	14082.836	86.86032	25784.645869731903
130	10820.677	231.83551	11356.377	10569.351	10320.956	167.19817	10522.454	10115.267	10820.677	231.83551	11356.377	10569.351	10320.956	167.19817	10522.454	10115.267	10820.677	231.83551	11356.377	10569.351	10320.956	167.19817	10522.454	10115.267	10820.677	231.83551	11356.377	10569.351	10320.956	167.19817	10522.454	10115.267	10820.677	231.83551	11356.377	10569.351	10320.956	167.19817	10522.454	10115.267	10820.677	231.83551	11356.377	10569.351	10320.956	167.19817	10522.454	10115.267	10320.956	167.19817	10522.454	10115.267	10820.677	231.83551	11356.377	10569.351	1000.0	1000.0	519999	725.65405	162.7584	929.87463	4.3723335	725.6556	162.74498	931.4774	4.457255	6.38145	4.2572746	55.08272	-12.112318	14105.284	82.502365	25978.691321611404
131	10560.42	135.68712	10742.4795	10232.064	10166.443	157.6724	10342.357	9937.626	10560.42	135.68712	10742.4795	10232.064	10166.443	157.6724	10342.357	9937.626	10560.42	135.68712	10742.4795	10232.064	10166.443	157.6724	10342.357	9937.626	10560.42	135.68712	10742.4795	10232.064	10166.443	157.6724	10342.357	9937.626	10560.42	135.68712	10742.4795	10232.064	10166.443	157.6724	10342.357	9937.626	10560.42	135.68712	10742.4795	10232.064	10166.443	157.6724	10342.357	9937.626	10166.443	157.6724	10342.357	9937.626	10560.42	135.68712	10742.4795	10232.064	1000.0	1000.0	523999	727.75793	163.2101	938.987	4.4125805	727.76025	163.19296	937.39374	4.491925	6.4759364	4.306635	47.71411	-12.545349	14174.614	82.095985	26170.889766216278
132	11128.76	78.460915	11270.058	11026.009	10292.302	93.9168	10377.016	10148.996	11128.76	78.460915	11270.058	11026.009	10292.302	93.9168	10377.016	10148.996	11128.76	78.460915	11270.058	11026.009	10292.302	93.9168	10377.016	10148.996	11128.76	78.460915	11270.058	11026.009	10292.302	93.9168	10377.016	10148.996	11128.76	78.460915	11270.058	11026.009	10292.302	93.9168	10377.016	10148.996	11128.76	78.460915	11270.058	11026.009	10292.302	93.9168	10377.016	10148.996	10292.302	93.9168	10377.016	10148.996	11128.76	78.460915	11270.058	11026.009	1000.0	1000.0	527999	730.6826	162.61407	939.80634	4.454931	730.68384	162.60057	941.32733	4.526137	6.5715723	4.3136315	60.25973	-12.774017	14231.541	80.918594	26380.658833026886
133	11263.23	163.40692	11589.156	11029.867	9161.9	2266.4368	10583.8545	5240.801	11263.23	163.40692	11589.156	11029.867	9161.9	2266.4368	10583.8545	5240.801	11263.23	163.40692	11589.156	11029.867	9161.9	2266.4368	10583.8545	5240.801	11263.23	163.40692	11589.156	11029.867	9161.9	2266.4368	10583.8545	5240.801	11263.23	163.40692	11589.156	11029.867	9161.9	2266.4368	10583.8545	5240.801	11263.23	163.40692	11589.156	11029.867	9161.9	2266.4368	10583.8545	5240.801	9161.9	2266.4368	10583.8545	5240.801	11263.23	163.40692	11589.156	11029.867	1000.0	1000.0	531999	732.7709	163.63165	947.49963	4.494972	732.77246	163.61214	946.9088	4.5635962	6.4977655	4.3133764	54.721214	-11.363375	14249.082	85.85097	26591.65546107292
134	11100.392	97.56338	11242.959	10907.164	10580.531	172.87935	10822.402	10348.868	11100.392	97.56338	11242.959	10907.164	10580.531	172.87935	10822.402	10348.868	11100.392	97.56338	11242.959	10907.164	10580.531	172.87935	10822.402	10348.868	11100.392	97.56338	11242.959	10907.164	10580.531	172.87935	10822.402	10348.868	11100.392	97.56338	11242.959	10907.164	10580.531	172.87935	10822.402	10348.868	11100.392	97.56338	11242.959	10907.164	10580.531	172.87935	10822.402	10348.868	10580.531	172.87935	10822.402	10348.868	11100.392	97.56338	11242.959	10907.164	1000.0	1000.0	535999	734.6636	165.73633	953.17975	4.5378146	734.66455	165.72594	954.504	4.5994005	6.5123196	4.3069673	67.6001	-12.087589	14291.046	83.3753	26798.033642053604
135	10459.307	58.96277	10549.417	10351.919	10371.899	121.37291	10567.579	10241.856	10459.307	58.96277	10549.417	10351.919	10371.899	121.37291	10567.579	10241.856	10459.307	58.96277	10549.417	10351.919	10371.899	121.37291	10567.579	10241.856	10459.307	58.96277	10549.417	10351.919	10371.899	121.37291	10567.579	10241.856	10459.307	58.96277	10549.417	10351.919	10371.899	121.37291	10567.579	10241.856	10459.307	58.96277	10549.417	10351.919	10371.899	121.37291	10567.579	10241.856	10371.899	121.37291	10567.579	10241.856	10459.307	58.96277	10549.417	10351.919	1000.0	1000.0	539999	737.4613	165.03435	954.44794	4.5768094	737.4632	165.01541	954.54974	4.6358166	6.680275	4.3375635	41.924187	-12.708267	14353.586	87.69527	26992.49653482437
136	11502.93	103.27065	11639.184	11312.668	10585.344	179.16237	10862.344	10400.183	11502.93	103.27065	11639.184	11312.668	10585.344	179.16237	10862.344	10400.183	11502.93	103.27065	11639.184	11312.668	10585.344	179.16237	10862.344	10400.183	11502.93	103.27065	11639.184	11312.668	10585.344	179.16237	10862.344	10400.183	11502.93	103.27065	11639.184	11312.668	10585.344	179.16237	10862.344	10400.183	11502.93	103.27065	11639.184	11312.668	10585.344	179.16237	10862.344	10400.183	10585.344	179.16237	10862.344	10400.183	11502.93	103.27065	11639.184	11312.668	1000.0	1000.0	543999	739.1185	164.94144	953.35834	-41.20727	739.11896	164.93015	953.8088	4.6683826	6.664932	4.3591533	57.998207	-16.462818	14379.562	100.62897	27187.65557551384
137	10982.229	119.2196	11232.9795	10828.409	10572.295	249.16423	10985.888	10350.398	10982.229	119.2196	11232.9795	10828.409	10572.295	249.16423	10985.888	10350.398	10982.229	119.2196	11232.9795	10828.409	10572.295	249.16423	10985.888	10350.398	10982.229	119.2196	11232.9795	10828.409	10572.295	249.16423	10985.888	10350.398	10982.229	119.2196	11232.9795	10828.409	10572.295	249.16423	10985.888	10350.398	10982.229	119.2196	11232.9795	10828.409	10572.295	249.16423	10985.888	10350.398	10572.295	249.16423	10985.888	10350.398	10982.229	119.2196	11232.9795	10828.409	1000.0	1000.0	547999	740.7013	166.22205	958.7189	-0.7173562	740.7027	166.2092	958.8412	4.7009854	6.565033	4.340038	49.87193	-12.087145	14350.836	89.97214	27385.880650758743
138	10610.721	110.091995	10778.583	10401.118	10436.838	160.88011	10607.227	10199.785	10610.721	110.091995	10778.583	10401.118	10436.838	160.88011	10607.227	10199.785	10610.721	110.091995	10778.583	10401.118	10436.838	160.88011	10607.227	10199.785	10610.721	110.091995	10778.583	10401.118	10436.838	160.88011	10607.227	10199.785	10610.721	110.091995	10778.583	10401.118	10436.838	160.88011	10607.227	10199.785	10610.721	110.091995	10778.583	10401.118	10436.838	160.88011	10607.227	10199.785	10436.838	160.88011	10607.227	10199.785	10610.721	110.091995	10778.583	10401.118	1000.0	1000.0	551999	741.9093	167.22966	960.8886	4.68639	741.9109	167.21559	959.9876	4.733378	6.682849	4.32288	57.613575	-11.915676	14419.882	96.99352	27600.799872159958
139	11494.903	172.42339	11794.751	11237.724	10372.935	214.63934	10581.4375	10013.249	11494.903	172.42339	11794.751	11237.724	10372.935	214.63934	10581.4375	10013.249	11494.903	172.42339	11794.751	11237.724	10372.935	214.63934	10581.4375	10013.249	11494.903	172.42339	11794.751	11237.724	10372.935	214.63934	10581.4375	10013.249	11494.903	172.42339	11794.751	11237.724	10372.935	214.63934	10581.4375	10013.249	11494.903	172.42339	11794.751	11237.724	10372.935	214.63934	10581.4375	10013.249	10372.935	214.63934	10581.4375	10013.249	11494.903	172.42339	11794.751	11237.724	1000.0	1000.0	555999	744.2992	166.07295	961.1802	4.723151	744.30115	166.05136	961.09174	4.7656116	6.792623	4.327768	52.93123	-13.744727	14473.61	105.30061	27815.780248880386
140	10420.828	106.26099	10550.372	10180.502	10415.425	207.26256	10655.061	10102.665	10420.828	106.26099	10550.372	10180.502	10415.425	207.26256	10655.061	10102.665	10420.828	106.26099	10550.372	10180.502	10415.425	207.26256	10655.061	10102.665	10420.828	106.26099	10550.372	10180.502	10415.425	207.26256	10655.061	10102.665	10420.828	106.26099	10550.372	10180.502	10415.425	207.26256	10655.061	10102.665	10420.828	106.26099	10550.372	10180.502	10415.425	207.26256	10655.061	10102.665	10415.425	207.26256	10655.061	10102.665	10420.828	106.26099	10550.372	10180.502	1000.0	1000.0	559999	746.4949	165.36423	960.91437	1.3922038	746.4954	165.34888	959.88855	4.8022804	6.724441	4.3263006	50.64349	-12.538431	14376.514	91.957	28030.715938806534
141	10499.834	1287.1385	11282.428	6672.8423	10676.204	178.37718	10957.806	10469.886	10499.834	1287.1385	11282.428	6672.8423	10676.204	178.37718	10957.806	10469.886	10499.834	1287.1385	11282.428	6672.8423	10676.204	178.37718	10957.806	10469.886	10499.834	1287.1385	11282.428	6672.8423	10676.204	178.37718	10957.806	10469.886	10499.834	1287.1385	11282.428	6672.8423	10676.204	178.37718	10957.806	10469.886	10499.834	1287.1385	11282.428	6672.8423	10676.204	178.37718	10957.806	10469.886	10676.204	178.37718	10957.806	10469.886	10499.834	1287.1385	11282.428	6672.8423	1000.0	1000.0	563999	748.5834	165.62994	963.609	-13.113026	748.5836	165.62102	963.74677	4.835296	6.7923574	4.373199	56.7052	-12.114383	14437.098	97.42678	28244.82114624977
142	10995.68	111.1329	11182.027	10757.0625	10492.413	247.61594	10736.497	10090.41	10995.68	111.1329	11182.027	10757.0625	10492.413	247.61594	10736.497	10090.41	10995.68	111.1329	11182.027	10757.0625	10492.413	247.61594	10736.497	10090.41	10995.68	111.1329	11182.027	10757.0625	10492.413	247.61594	10736.497	10090.41	10995.68	111.1329	11182.027	10757.0625	10492.413	247.61594	10736.497	10090.41	10995.68	111.1329	11182.027	10757.0625	10492.413	247.61594	10736.497	10090.41	10492.413	247.61594	10736.497	10090.41	10995.68	111.1329	11182.027	10757.0625	1000.0	1000.0	567999	750.5096	165.83672	967.4048	4.8418217	750.51013	165.8279	966.4867	4.873239	6.7438693	4.357734	49.551292	-12.9966955	14522.942	90.397026	28460.10551762581
143	11153.89	117.178986	11314.25	10960.809	10398.441	186.22148	10626.836	10175.541	11153.89	117.178986	11314.25	10960.809	10398.441	186.22148	10626.836	10175.541	11153.89	117.178986	11314.25	10960.809	10398.441	186.22148	10626.836	10175.541	11153.89	117.178986	11314.25	10960.809	10398.441	186.22148	10626.836	10175.541	11153.89	117.178986	11314.25	10960.809	10398.441	186.22148	10626.836	10175.541	11153.89	117.178986	11314.25	10960.809	10398.441	186.22148	10626.836	10175.541	10398.441	186.22148	10626.836	10175.541	11153.89	117.178986	11314.25	10960.809	1000.0	1000.0	571999	752.4995	166.30415	968.85583	2.8595676	752.49994	166.29575	964.4137	4.909722	6.8634357	4.3725734	61.03143	-11.378877	14540.004	97.85242	28660.274076461792
144	11331.0205	126.2837	11556.8125	11167.046	10388.782	55.509155	10482.8545	10341.7295	11331.0205	126.2837	11556.8125	11167.046	10388.782	55.509155	10482.8545	10341.7295	11331.0205	126.2837	11556.8125	11167.046	10388.782	55.509155	10482.8545	10341.7295	11331.0205	126.2837	11556.8125	11167.046	10388.782	55.509155	10482.8545	10341.7295	11331.0205	126.2837	11556.8125	11167.046	10388.782	55.509155	10482.8545	10341.7295	11331.0205	126.2837	11556.8125	11167.046	10388.782	55.509155	10482.8545	10341.7295	10388.782	55.509155	10482.8545	10341.7295	11331.0205	126.2837	11556.8125	11167.046	1000.0	1000.0	575999	753.44867	166.6428	968.90466	-28.657665	753.449	166.6393	966.86975	4.9439993	6.711124	4.276086	72.42483	-13.722256	14523.856	94.47947	28845.05853819847
145	11434.58	170.45943	11756.869	11172.521	10654.762	95.75001	10769.36	10517.153	11434.58	170.45943	11756.869	11172.521	10654.762	95.75001	10769.36	10517.153	11434.58	170.45943	11756.869	11172.521	10654.762	95.75001	10769.36	10517.153	11434.58	170.45943	11756.869	11172.521	10654.762	95.75001	10769.36	10517.153	11434.58	170.45943	11756.869	11172.521	10654.762	95.75001	10769.36	10517.153	11434.58	170.45943	11756.869	11172.521	10654.762	95.75001	10769.36	10517.153	10654.762	95.75001	10769.36	10517.153	11434.58	170.45943	11756.869	11172.521	1000.0	1000.0	579999	755.76514	166.20732	977.4683	1.2579889	755.76416	166.20541	972.0583	4.980639	6.818605	4.238145	57.45291	-10.652714	14576.316	98.79011	29028.91338467598
146	11191.778	65.42145	11272.672	11065.901	10654.085	115.599785	10847.337	10561.629	11191.778	65.42145	11272.672	11065.901	10654.085	115.599785	10847.337	10561.629	11191.778	65.42145	11272.672	11065.901	10654.085	115.599785	10847.337	10561.629	11191.778	65.42145	11272.672	11065.901	10654.085	115.599785	10847.337	10561.629	11191.778	65.42145	11272.672	11065.901	10654.085	115.599785	10847.337	10561.629	11191.778	65.42145	11272.672	11065.901	10654.085	115.599785	10847.337	10561.629	10654.085	115.599785	10847.337	10561.629	11191.778	65.42145	11272.672	11065.901	1000.0	1000.0	583999	757.86475	165.9047	976.6763	4.994745	757.8648	165.89795	972.76056	5.024635	6.8912654	4.329901	47.603626	-12.701742	14555.569	91.09891	29212.82617378235
147	10402.885	109.56279	10538.818	10194.552	8257.062	3736.92	10502.523	1785.5969	10402.885	109.56279	10538.818	10194.552	8257.062	3736.92	10502.523	1785.5969	10402.885	109.56279	10538.818	10194.552	8257.062	3736.92	10502.523	1785.5969	10402.885	109.56279	10538.818	10194.552	8257.062	3736.92	10502.523	1785.5969	10402.885	109.56279	10538.818	10194.552	8257.062	3736.92	10502.523	1785.5969	10402.885	109.56279	10538.818	10194.552	8257.062	3736.92	10502.523	1785.5969	8257.062	3736.92	10502.523	1785.5969	10402.885	109.56279	10538.818	10194.552	1000.0	1000.0	587999	759.4189	166.9201	975.5485	5.0323453	759.4181	166.91684	977.13995	5.0607	6.7241545	4.298171	71.453606	-12.467763	14512.849	90.86573	29394.903665542603
148	11307.756	106.478516	11484.743	11149.761	10602.207	286.64764	10812.711	10112.433	11307.756	106.478516	11484.743	11149.761	10602.207	286.64764	10812.711	10112.433	11307.756	106.478516	11484.743	11149.761	10602.207	286.64764	10812.711	10112.433	11307.756	106.478516	11484.743	11149.761	10602.207	286.64764	10812.711	10112.433	11307.756	106.478516	11484.743	11149.761	10602.207	286.64764	10812.711	10112.433	11307.756	106.478516	11484.743	11149.761	10602.207	286.64764	10812.711	10112.433	10602.207	286.64764	10812.711	10112.433	11307.756	106.478516	11484.743	11149.761	1000.0	1000.0	591999	761.2908	167.72719	976.5835	5.06557	761.28973	167.72647	974.81366	5.0972176	6.858425	4.3088517	67.53116	-11.144863	14565.218	95.26127	29578.468279838562
149	10665.1	88.752304	10842.047	10524.8955	10659.586	157.32658	10917.103	10509.695	10665.1	88.752304	10842.047	10524.8955	10659.586	157.32658	10917.103	10509.695	10665.1	88.752304	10842.047	10524.8955	10659.586	157.32658	10917.103	10509.695	10665.1	88.752304	10842.047	10524.8955	10659.586	157.32658	10917.103	10509.695	10665.1	88.752304	10842.047	10524.8955	10659.586	157.32658	10917.103	10509.695	10665.1	88.752304	10842.047	10524.8955	10659.586	157.32658	10917.103	10509.695	10659.586	157.32658	10917.103	10509.695	10665.1	88.752304	10842.047	10524.8955	1000.0	1000.0	595999	762.5285	168.77058	980.1724	5.0965667	762.5276	168.76555	980.27997	5.1301975	6.8107796	4.2961965	52.077522	-12.022717	14528.462	89.86591	29761.63314461708
150	10940.849	1155.8304	11661.311	7513.3667	10642.699	85.814064	10729.87	10500.588	10940.849	1155.8304	11661.311	7513.3667	10642.699	85.814064	10729.87	10500.588	10940.849	1155.8304	11661.311	7513.3667	10642.699	85.814064	10729.87	10500.588	10940.849	1155.8304	11661.311	7513.3667	10642.699	85.814064	10729.87	10500.588	10940.849	1155.8304	11661.311	7513.3667	10642.699	85.814064	10729.87	10500.588	10940.849	1155.8304	11661.311	7513.3667	10642.699	85.814064	10729.87	10500.588	10642.699	85.814064	10729.87	10500.588	10940.849	1155.8304	11661.311	7513.3667	1000.0	1000.0	599999	764.3285	168.2383	983.2504	5.1306376	764.3293	168.22816	986.2935	5.166656	6.8760505	4.326388	66.13927	-13.242025	14563.07	91.58761	29955.60368871689
151	11575.839	114.83571	11773.804	11380.495	10601.027	131.91594	10748.993	10448.493	11575.839	114.83571	11773.804	11380.495	10601.027	131.91594	10748.993	10448.493	11575.839	114.83571	11773.804	11380.495	10601.027	131.91594	10748.993	10448.493	11575.839	114.83571	11773.804	11380.495	10601.027	131.91594	10748.993	10448.493	11575.839	114.83571	11773.804	11380.495	10601.027	131.91594	10748.993	10448.493	11575.839	114.83571	11773.804	11380.495	10601.027	131.91594	10748.993	10448.493	10601.027	131.91594	10748.993	10448.493	11575.839	114.83571	11773.804	11380.495	1000.0	1000.0	603999	766.204	168.07947	979.4827	5.166214	766.2048	168.07086	979.4315	5.200156	6.9199367	4.3328443	72.90007	-12.797984	14589.657	95.43618	30148.708064556122
152	10588.488	75.530235	10719.242	10469.411	10479.752	150.71358	10687.065	10314.952	10588.488	75.530235	10719.242	10469.411	10479.752	150.71358	10687.065	10314.952	10588.488	75.530235	10719.242	10469.411	10479.752	150.71358	10687.065	10314.952	10588.488	75.530235	10719.242	10469.411	10479.752	150.71358	10687.065	10314.952	10588.488	75.530235	10719.242	10469.411	10479.752	150.71358	10687.065	10314.952	10588.488	75.530235	10719.242	10469.411	10479.752	150.71358	10687.065	10314.952	10479.752	150.71358	10687.065	10314.952	10588.488	75.530235	10719.242	10469.411	1000.0	1000.0	607999	767.8676	168.49544	979.27765	5.200677	767.86774	168.49274	981.4116	5.2320504	6.8984957	4.2778463	56.782085	-13.644047	14533.746	91.552185	30342.486696958542
153	11078.699	165.0294	11355.531	10857.579	10659.321	145.04443	10827.207	10470.575	11078.699	165.0294	11355.531	10857.579	10659.321	145.04443	10827.207	10470.575	11078.699	165.0294	11355.531	10857.579	10659.321	145.04443	10827.207	10470.575	11078.699	165.0294	11355.531	10857.579	10659.321	145.04443	10827.207	10470.575	11078.699	165.0294	11355.531	10857.579	10659.321	145.04443	10827.207	10470.575	11078.699	165.0294	11355.531	10857.579	10659.321	145.04443	10827.207	10470.575	10659.321	145.04443	10827.207	10470.575	11078.699	165.0294	11355.531	10857.579	1000.0	1000.0	611999	769.97046	168.16534	986.5797	5.2372274	769.9709	168.15675	985.9726	5.2691884	7.027507	4.2917337	45.217266	-12.126148	14535.156	95.857	30544.008027791977
154	10211.283	151.00676	10355.142	9832.857	10697.675	219.33063	10926.04	10336.959	10211.283	151.00676	10355.142	9832.857	10697.675	219.33063	10926.04	10336.959	10211.283	151.00676	10355.142	9832.857	10697.675	219.33063	10926.04	10336.959	10211.283	151.00676	10355.142	9832.857	10697.675	219.33063	10926.04	10336.959	10211.283	151.00676	10355.142	9832.857	10697.675	219.33063	10926.04	10336.959	10211.283	151.00676	10355.142	9832.857	10697.675	219.33063	10926.04	10336.959	10697.675	219.33063	10926.04	10336.959	10211.283	151.00676	10355.142	9832.857	1000.0	1000.0	615999	772.09937	168.83424	987.08136	-29.235975	772.09973	168.82343	986.73694	5.3024335	6.9000382	4.3548527	58.341675	-13.556594	14558.068	93.37045	30748.741742372513
155	11554.56	176.99197	11887.406	11289.067	10815.747	87.42361	10939.404	10694.003	11554.56	176.99197	11887.406	11289.067	10815.747	87.42361	10939.404	10694.003	11554.56	176.99197	11887.406	11289.067	10815.747	87.42361	10939.404	10694.003	11554.56	176.99197	11887.406	11289.067	10815.747	87.42361	10939.404	10694.003	11554.56	176.99197	11887.406	11289.067	10815.747	87.42361	10939.404	10694.003	11554.56	176.99197	11887.406	11289.067	10815.747	87.42361	10939.404	10694.003	10815.747	87.42361	10939.404	10694.003	11554.56	176.99197	11887.406	11289.067	1000.0	1000.0	619999	773.5422	169.40193	988.5104	5.308496	773.54224	169.39279	987.34735	5.3383565	6.936345	4.3362136	78.41374	-12.031218	14513.406	97.03461	30953.279032707214
